,tweet
484,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
485,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
486,NEVER FORGET that the occupation forces of #ApartheidIsrael shot a prominent Christian Palestinian journalist in the head &amp; then brutally beat her pallbearers during her funeral procession. https://t.co/s4O0qNhIgl
487,NEVER FORGET that the occupation forces of #ApartheidIsrael shot a prominent Christian Palestinian journalist in the head &amp; then brutally beat her pallbearers during her funeral procession. https://t.co/s4O0qNhIgl
488,"From the killing of #ShireenAbuAkleh and other journalists by Israel, to Western governments' policies that weaponise #antisemitism and criminalise #BDS, these are all tactics intended to silence #Palestine solidarity, writes @RandaAFattah
https://t.co/oEuwiQF6Py"
489,NEVER FORGET that the occupation forces of #ApartheidIsrael shot a prominent Christian Palestinian journalist in the head &amp; then brutally beat her pallbearers during her funeral procession. https://t.co/s4O0qNhIgl
490,NEVER FORGET that the occupation forces of #ApartheidIsrael shot a prominent Christian Palestinian journalist in the head &amp; then brutally beat her pallbearers during her funeral procession. https://t.co/s4O0qNhIgl
491,NEVER FORGET that the occupation forces of #ApartheidIsrael shot a prominent Christian Palestinian journalist in the head &amp; then brutally beat her pallbearers during her funeral procession. https://t.co/s4O0qNhIgl
492,"📡Cowardly #israeli occupation forces arrest #Palestinian ""kids""

#IsraeliCrimes #EndIsraeliApartheid https://t.co/Ts0ZclWT4d"
493,"Across the world, #Israel &amp; allies are cracking down on attempts to hold it to account for its war crimes. In the UK, the government is now seeking to ban #BDS. We will fight this, but we need you to join us. 

Become a member of PSC today👉 https://t.co/NXhe43qgfh #FreePalestine https://t.co/W1o8uwEth4"
494,NEVER FORGET that the occupation forces of #ApartheidIsrael shot a prominent Christian Palestinian journalist in the head &amp; then brutally beat her pallbearers during her funeral procession. https://t.co/s4O0qNhIgl
495,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
496,"related to commemorating the Nakba.

Police surrounded about 30 activists for an hour and banned a flashmob and all activities under the pretext of banning anti-Semitic slogans. 
#ShereenAbuAqleh #ICC4Israel #ApartheidIsrael #BDS https://t.co/hlFohajW2t"
497,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
498,Shireen Abu Akleh and the silencing of Palestine resistance  https://t.co/ZdG7F0pjUf via @the_newarab #FreePalestine #IsraeliCrimes #IsraeliApartheid #auspol
499,"From the killing of #ShireenAbuAkleh and other journalists by Israel, to Western governments' policies that weaponise #antisemitism and criminalise #BDS, these are all tactics intended to silence #Palestine solidarity, writes @RandaAFattah
https://t.co/oEuwiQF6Py"
500,A guide to the Gaza Strip https://t.co/bWgypKxApa via @AJEnglish #Act4Palestine #Nakba74 #AlAqsaMosque #AlQudsDay2022 #americanbully #IsraeliOccupation
501,"adnan_barq: The Farewell of the boy who was killed by the Occupation forces at Al Aqsa Mosque

#ICC4Israel #ApartheidIsrael #BDS"
502,"As part of its ongoing ethnic cleansing policy, Israeli occupation forces demolished Palestinian-owned agricultural structures in the occupied Jerusalem neighborhood of al-Isawiyah, according to local sources.
#EndIsraeliApartheid https://t.co/mGKuRIPQXj"
503,"The satanic Pol Pot #ZIONAZI #terrorist killer machine keeps killing, as usual #BDS https://t.co/QnAF9lu7UA"
504,"Right Now on NightSide  - @AlanDersh on the Boycott, Divest, Sanctions Movement ! #BDS - LATER - #BuffaloMassacre  ! How could this happen again ! @ 10 - WBZ 1030 AM - 617-254-1030 / 888-929-1030 or 617-931-1030"
505,"Palestinian mourners of #AlJazeera journalist #Shireen_Abu_Akleh are attacked by Israeli forces while carrying her coffin during her funeral procession in #Jerusalem
#IsraeliCrimes #IsraeliTerrorists https://t.co/IhGHy9UFS3"
506,A guide to the Gaza Strip https://t.co/bWgypKxApa via @AJEnglish #Act4Palestine #Nakba74 #AlAqsaMosque #AlQudsDay2022 #americanbully #IsraeliOccupation
507,Israeli occupation forces once again attacking a funeral of a young Palestinian 'Walid Al Sharif' they killed in cold blood!! #IsraeliCrimes https://t.co/mhL3EOS7pF
508,"@ruskhat @Toronto1880 @RepRashida They’re Aware, but they chose to look the other way. Then Putin said, what the hell, the world ignores the cries of Palestinians under #ApartheidIsrael. I’ll get away with it too. https://t.co/zrofjQXFyl"
509,@PalBint Anti-Semitism is phony #Israel's convenient tool of genocidal terror. The foreign bred psychopaths killing the #Palestinians since 1948 should end. #BDS #FreePalestine
510,"Across the world, #Israel &amp; allies are cracking down on attempts to hold it to account for its war crimes. In the UK, the government is now seeking to ban #BDS. We will fight this, but we need you to join us. 

Become a member of PSC today👉 https://t.co/NXhe43qgfh #FreePalestine https://t.co/W1o8uwEth4"
511,"WHY is #Israel's ambassador STILL in #Dublin, @simoncoveney @dfatirl?

#ShireeAbuAkleh was murdered by @IDF, then they tried to kidnap her body?!?

Jonathan Sugarman
#Ireland @JewishPeace
#Jews for #FreePalestine #Gaza
Against #IsraeliCrimes https://t.co/8X6QjWxbKa"
512,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
513,"""The Israelis are trying every trick in their propaganda book to justify what happened, but nobody believes a word that they say. World leaders, the UN Security Council and international organisations have condemned Shireen's killing.""

#ApartheidIsrael 

https://t.co/Dq53SRE6pb"
514,"eye.on.palestine 🇵🇸#Palestine | Israeli soldiers assault a Palestinian girl in Salahaddin St, occupied  Jerusalem. 16.5.2022 By @mucahit_aydemir
#ApartheidIsrael #ICC4Israel #BDS https://t.co/VOVrIjiVJB"
515,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
516,"Boycott apartheid Israel #BDS 
Killing of Abu Akleh shows Israel targets Palestinian journalists https://t.co/lNlPm09TQN via @AJEnglish
#ShireenAbuAkleh #FreePalestine"
517,"When life imitates art.

via Haithem El-Zabri

Artist: Sliman Mansour,
Rituals Under Occupation (1989).

#FreePalestine 🇵🇸  #IsraeliViolence #IsraeliApartheid #Apartheidlsrael #ApartheidPalestine #bds #ICCIsrael https://t.co/UpwBxIChp8"
518,There truly is no bottom to #IsraeliTerrorism. https://t.co/gHCtqFcr46
519,"@ADL Replacement theory is litrally the founding and organization principle of the apartheid state you constantly defend. 😂 

#boycottisrael
#BDS"
520,"eye.on.palestine 🇵🇸#Palestine | Israeli soldiers assault a Palestinian girl in Salahaddin St, occupied  Jerusalem. 16.5.2022 By @mucahit_aydemir
#ApartheidIsrael #ICC4Israel #BDS https://t.co/VOVrIjiVJB"
521,"#WATCH ||  In the same way as the attack on the funeral of journalist #ShireenAbuAkleh.. the occupation terrorists attacks the mourners of the martyr #WalidAlSharif.
#IsraeliCrimes https://t.co/h3OXiZZFbN"
522,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
523,"Brave Israeli soldiers at it again.
#IsraeliCrimes #IsraeliApartheid https://t.co/guPULD9sxX"
524,"""You simply cannot be a liberal democracy if you operate apartheid over another people. It is a contradiction in terms because Israel’s entire society is complicit in this unjust reality.""

Former AG of Israel confirms apartheid.
#EndIsraeliApartheid
https://t.co/GqzM5K3Bgf"
525,"#Newsnight 
#politicslive 
#LBC 
#r4today 
#5live 
#BBCBreakfast 
#GMB 
#SkyNews 
#C4News 
#itvnews 
#JeremyVine 
#kayburley 
#sundaymorning 
@BBCPolitics 
@UKLabour 
@Keir_Starmer 
@AngelaRayner 
#ApartheidIsrael 
#ShireenAbuAkleh 

Labour Friends of Israel should be Proscribed! https://t.co/ayTqGK1e3u"
526,@PalBint Anti-Semitism is phony #Israel's convenient tool of genocidal terror. The foreign bred psychopaths killing the #Palestinians since 1948 should end. #BDS #FreePalestine
527,"Dear Queen, or Prince Charles, or whoever's running the show, if you don't want the non-violent #BDS are you advocating armed resistance? https://t.co/mrIEUmRmxa"
528,"Dear Queen, or Prince Charles, or whoever's running the show, if you don't want the non-violent #BDS are you advocating armed resistance? https://t.co/mrIEUmRmxa"
529,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
530,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
531,"Israel Murders Journalists.

Pass It On.

#ShireenAbuAkleh
#IsraeliCrimes
#Stand4AlQudas
#FreePalestine🇵🇸 https://t.co/JAjiBtwThb"
532,@AlanRMacLeod Terrorist #Israel defends it's butchery. No the first time though. #BDS #FreePalestine.
533,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
534,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
535,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
536,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
537,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
538,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
539,"'Assassination Threats Reflect Israeli Bankruptcy,' Says Resistance Icon

#Israel #IsraeliOccupation #Bankruptcy #Palestine #LeilaKhaled #PFLP #Hamas https://t.co/RXoGeVUo05"
540,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
541,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
542,@PalBint Anti-Semitism is phony #Israel's convenient tool of genocidal terror. The foreign bred psychopaths killing the #Palestinians since 1948 should end. #BDS #FreePalestine
543,"Boycott apartheid Israel #BDS 
Killing of Abu Akleh shows Israel targets Palestinian journalists https://t.co/lNlPm09TQN via @AJEnglish
#ShireenAbuAkleh #FreePalestine"
544,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
545,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
546,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
547,"The occupation forces brutally assault mourners in Jerusalem during the funeral of the martyr Walid Al-Sharif a while ago

#Palestine
#IsraeliCrimes https://t.co/8OvBaC0sOD"
548,@vanessa3399 @RealDLHughley Same can be said of the need to dismantle the #ApartheidIsrael government. #FreePalestine
549,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
550,"Dear Queen, or Prince Charles, or whoever's running the show, if you don't want the non-violent #BDS are you advocating armed resistance? https://t.co/mrIEUmRmxa"
551,By way of deception #ApartheidIsrael https://t.co/ShIydc0X92
552,74 years of zionist terror #BDS https://t.co/yC4XJRtgS8
553,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
554,"For the second time in 4 days! Israeli occupation forces attack a funeral, injuring at least 37 Palestinians including a journalist &amp; a paramedic! IOF also shot at the palestine red crescent society ambulance that was transporting the martyr's body. #IsraeliCrimes https://t.co/3GTwYahL3v"
555,"Across the world, #Israel &amp; allies are cracking down on attempts to hold it to account for its war crimes. In the UK, the government is now seeking to ban #BDS. We will fight this, but we need you to join us. 

Become a member of PSC today👉 https://t.co/NXhe43qgfh #FreePalestine https://t.co/W1o8uwEth4"
556,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
557,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
558,"Look at this! A couple of days since #ShireenAbuAkleh's pallbearers were attacked coming out of the hospital, the #ApartheidIsrael repeat their disrespectful disgusting attacks on a second funeral of a man shot dead by #MurderousIsrael.
@IDF are assassins of #IsraeliCriminalState https://t.co/K5Lvx6lzrS"
559,"Even after the murderous bombing of #Gaza last year, @FineGael TDs invited #Zionist propaganda peddlers into the Oireachtas.
Yes, that would be u, @CarrollJennifer; how silly of you to block me.

Jonathan Sugarman
@JewishPeace
#Jews for #FreePalestine #Gaza
Against #IsraeliCrimes https://t.co/S9TnXhRBD9"
560,"Israel Murders Journalists.

Pass It On.

#ShireenAbuAkleh
#IsraeliCrimes
#Stand4AlQudas
#FreePalestine🇵🇸 https://t.co/JAjiBtwThb"
561,This is a funeral under #ApartheidIsrael https://t.co/LeqaDbBL2I
562,"Because of the severe torture Ayman was subjected to, he suffers today from severe pain in the bones.
He also suffered for many years from Kidney stone and Sinusitis and did not receive any kind of treatment.

#IsraeliCrimes #الاسير_مش_رقم"
563,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
564,"Dear Queen, or Prince Charles, or whoever's running the show, if you don't want the non-violent #BDS are you advocating armed resistance? https://t.co/mrIEUmRmxa"
565,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
566,"@FreedomForPal1 @MohmedR79181345 Cowards naziorcs of Israhell genocide dictatorship nazistate. Murderous 
#Miserableisrael
#IsraeliCrimes 
#IsraeliTerrorists"
567,"'Assassination Threats Reflect Israeli Bankruptcy,' Says Resistance Icon

#Israel #IsraeliOccupation #Bankruptcy #Palestine #LeilaKhaled #PFLP #Hamas https://t.co/RXoGeVUo05"
568,"Boycott apartheid Israel #BDS 
Killing of Abu Akleh shows Israel targets Palestinian journalists https://t.co/lNlPm09TQN via @AJEnglish
#ShireenAbuAkleh #FreePalestine"
569,"Boycott apartheid Israel #BDS 
Killing of Abu Akleh shows Israel targets Palestinian journalists https://t.co/4QTCV95VqB via @AJEnglish
#ShireenAbuAkleh #FreePalestine"
570,@OnlinePalEng She was killed by #Israel #IsraeliCrimes  @TheNewYorkTimes she did not die of a disease so much white trash #TheNewYorkTimes https://t.co/H4QqnZDEKr
571,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
572,"Al Jazeera condemns Israeli attack on Shireen Abu Akleh’s funeral https://t.co/x59Qj62ewt via @AJEnglish
#ShireenAbuAkleh #FreePalestine #BDS"
573,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
574,"@RedlineRagtop @RepRashida YES YES, KEEP THE                           $38 BILLION That’s Given to #ApartheidIsrael , will bring CLEAN water to flint ."
575,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
576,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
577,"Truth. #ApartheidIsrael
https://t.co/LGbzRW5oz8"
578,Stop funding #ApartheidIsrael https://t.co/VjiumQaSSh
579,74 years of zionist terror #BDS https://t.co/yC4XJRtgS8
580,"#Newsnight 
#politicslive 
#LBC 
#r4today 
#5live 
#BBCBreakfast 
#GMB 
#SkyNews 
#C4News 
#itvnews 
#JeremyVine 
#kayburley 
#sundaymorning 
@BBCPolitics 
@UKLabour 
@Keir_Starmer 
@AngelaRayner 
#ApartheidIsrael 
#ShireenAbuAkleh 

Labour Friends of Israel should be Proscribed! https://t.co/ayTqGK1e3u"
581,"@MrPants23180084 @prettymadtree @RepRashida @mo_ztr Jews were an intrinsic part of the Arab world &amp; lived side by side with us with no issues. 

The barbaric treatment of Jews &amp; the reason for their mass exodus from Europe was not our doing.

But our diaspora *was* your choice. Own it. 

#EthnicCleansing #ApartheidIsrael #Nakba74"
582,Even Bellingcat (!) knows that Apartheid Israel murdered a beloved journalist. Someone tell CNN already. https://t.co/nMs7PWSyBn #RIPShireenAbuAkleh #BDS #FreePalestine #NoMoreWhiteSupremacy #EndTheOccupation #USpoli
583,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
584,"@thevoos @RepRashida Canada, USA, Britain , all cut off aids to Palestinians. All watching Crimes of #ApartheidIsrael"
585,Palestinians are living [trying to survive] under the boot of one of the most brutal apartheid systems ever witnessed | #EndIsraeliApartheid https://t.co/2fLxJLy4Yu
586,"@AJEnglish @nadness11 Israel is disrespecful to everything except what Israel cares about.
#IsraeliCrimes 
#Wretchedisrael"
587,"""You simply cannot be a liberal democracy if you operate apartheid over another people. It is a contradiction in terms because Israel’s entire society is complicit in this unjust reality.""

Former AG of Israel confirms apartheid.
#EndIsraeliApartheid
https://t.co/GqzM5K3Bgf"
588,"Tel Aviv, Israel -Vegan Capital of the World https://t.co/QEVbwnZVB0 via @YouTube #FreePalestine #IsraeliCrimes"
589,"@AndyMcDonaldMP @rohantalbot @hrw @amnesty @btselem There is no other word for it but apartheid. 

#UK must stop funding #ApartheidIsrael"
590,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
591,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
592,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
593,"@JPaulNorton @RepRashida Move them to America . And return #Palestinians their land &amp; homes,this is like a horror movie, before our eyes, #ApartheidIsrael are repeating the nightmare  “the Abused are now the Abusers”. Send Israeli to #Ukraine.The world is helping.They’re takers,they won’t have to steal"
594,"@CawthornforNC Hey that's almost not stupid. Start by cutting off the $4 BILLION you send to #ApartheidIsrael every year.

https://t.co/NChNiqkHp2"
595,@rohantalbot #UK must make #ApartheidIsrael accountable and stop trying to ban #BDS
596,This is a funeral under #ApartheidIsrael https://t.co/LeqaDbBL2I
597,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
598,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
599,"""You simply cannot be a liberal democracy if you operate apartheid over another people. It is a contradiction in terms because Israel’s entire society is complicit in this unjust reality.""

Former AG of Israel confirms apartheid.
#EndIsraeliApartheid
https://t.co/GqzM5K3Bgf"
600,"Despite the seriousness of Khalil's health condition and the possibility of his sudden death, the administration of Assaf Harofeh Hospital refused to receive him and decided to return him to the Ramle Clinic prison.

#FreeKhalil #IsraeliCrimes https://t.co/E6zE6DhvAO"
601,"Israeli journalist Gideon Levy:

“Abu Akleh died a hero, doing her job. She was a braver journalist than all Israeli journalists put together.”

https://t.co/fvo50bQ0dm #ShireenAbuAqleh #ApartheidIsrael"
602,@rohantalbot @AndyMcDonaldMP @amnesty @hrw @btselem Indeed ... #UK must stop funding #ApartheidIsrael
603,"@rohantalbot @NadiaWhittomeMP @amnesty Absolutely, #UK must stop supporting and enabling #ApartheidIsrael it is shameful!"
604,@jetsteel8 @RedlineRagtop @RepRashida At $3.8 billion per year given to #ApartheidIsrael Flint would be drowning in fresh clean water.
605,Israeli occupation forces once again attacking a funeral of a young Palestinian 'Walid Al Sharif' they killed in cold blood!! #IsraeliCrimes https://t.co/mhL3EOS7pF
606,"Across the world, #Israel &amp; allies are cracking down on attempts to hold it to account for its war crimes. In the UK, the government is now seeking to ban #BDS. We will fight this, but we need you to join us. 

Become a member of PSC today👉 https://t.co/NXhe43qgfh #FreePalestine https://t.co/W1o8uwEth4"
607,"@MrPants23180084 @prettymadtree @RepRashida @mo_ztr No human can fathom nor condone the holocaust. 

Palestinians are still paying the price of the despicable way Jews were treated in another continent entirely.

But how ironic that by creating #Zionism the oppressed became the oppressor of another race entirely. #ApartheidIsrael"
608,"Brave made in Palestine

#IsraeliCrimes 
#PalestineWillBeFree 
#Nakba74 
#SahabatPalestina_ID https://t.co/3e6TGCcXuR"
609,Israeli occupation forces once again attacking a funeral of a young Palestinian 'Walid Al Sharif' they killed in cold blood!! #IsraeliCrimes https://t.co/mhL3EOS7pF
610,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
611,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
612,@PalestinOnly @MY_MUSLIM @ButterflyLove_8 #ShireenAbuAqleh  RIP #Allah #Jesus  give you place in heaven you are in peace far away from #IsraeliTerrorism #IsraeliCrimes #IsraeliWarCrimes  #IsraeliOccupation #IsraeliApartheid https://t.co/KJXEo7bzMq
613,"Brave made in Palestine

#IsraeliCrimes 
#PalestineWillBeFree 
#Nakba74 
#SahabatPalestina_ID https://t.co/3e6TGCcXuR"
614,@PalestinOnly @MY_MUSLIM @ButterflyLove_8 #ShireenAbuAqleh  RIP #Allah #Jesus  give you place in heaven you are in peace far away from #IsraeliTerrorism #IsraeliCrimes #IsraeliWarCrimes  #IsraeliOccupation #IsraeliApartheid https://t.co/KJXEo7bzMq
615,"She's incompetent
Her name is Christia not Christine, the #Azovnazis sympathiser @cafreeland

@JustinTrudeau
Pays more attention to gender than competence but this sample here is exceptionally bad

Both look the other way when it comes to #ApartheidIsrael https://t.co/u4OcRmdUko"
616,His detention came one day after he published a piece in Jacobin magazine describing his mistreatment by Israeli authorities since he was a teenager. #IsraeliApartheid #IsraeliOccupation #IsraeliWarCrimes #israel #FreePalestine #Nakba74 #Nakba
617,Prevent #ApartheidIsrael from dehumanizing Palestinians no more. Recognise the basic human right of Palestinians to mourn their deaths. To remember their suffering relatives. To end their unjust misery. #Nakba didn't end. Support #NakbaResolution https://t.co/svnJDQasG2
618,"@rohantalbot @LaylaMoran Time to ban the political ""friends of Israel"" groups left and right that support and enable #ApartheidIsrael totally unacceptable! Written to Nick Brown MP on this

https://t.co/yWgMqQrsrl"
619,"Right Now on NightSide  - #NightSide Listeners spend Sunday @ Polar Park ! - LATER - @AlanDersh on the Boycott, Divest, Sanctions Movement ! #BDS @9 - #BuffaloMassacre  ! How could this happen again ! @ 10 - WBZ 1030 AM - 617-254-1030 / 888-929-1030 or 617-931-1030"
620,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
621,Pigs #IsraeliCrimes #Nazis in #Israel https://t.co/nI5lj5jO0c
622,"Another day in Palestine, another funeral for a Palestinian assassinated by #Israel, another vicious attack by #IsraeliOccupation forces on the victim’s funeral procession, this time of slain Walid al-Sharif in #Jerusalem, 37 #Palestinians injured. #ApartheidIsrael #FreePalestine"
623,#SherineAbuAqleh couldn't even get away from the dominantion and oppression inflicted by the Israelis even after they brutally killed her #ICC4Israel #FreePalestine #BDS https://t.co/GCV4MbkxLy
624,#FreePalestine stop #Israelicrimes https://t.co/qc3C61GNK5
625,#FreePalestine stop #Israelicrimes https://t.co/qc3C61GNK5
626,#nakba is still ongoing. Recognise the suffering of millions of Palestinians. Prosecute the war criminals who caused. Compensate the victims. #ApartheidIsrael has no right to commit massacres and deny the victims from even mourning. https://t.co/N3ULsWLSyg
627,#IsraeliApartheid is a #Nazi! How dare they!Thats why i am not weasting my time to mourn when come to #IsraeliCrimes DEATH at All.. how they simple DONT CARE HUMAN AT ALL.. you #israelapartheidstate just STOP WITH BLAME OTHER PEOPLE ELSE AND #Antisemitism word thing.. https://t.co/9VHAJHcU3k https://t.co/4a1Fu8BMBl
628,"Israel Murders Journalists.

Pass It On.

#ShireenAbuAkleh
#IsraeliCrimes
#Stand4AlQudas
#FreePalestine🇵🇸 https://t.co/m8Z3dTMGUm"
629,"Another video of Israeli forces attacking Palestinian mourners carrying #ShireenAbuAqleh at her funeral in #Jerusalem 

#ShireenAbuAkleh #Israel #Palestine #IsraeliCrimes https://t.co/9G7dyBoIKa"
630,"@torysmasher @BrianDBourke Yes. More of this please
#BoycottIsrael 
#BDS"
631,"The level of evil to shoot mourners in a funeral yall..  It’s monstrous.

#Israel 
#ApartheidIsrael https://t.co/kOSlLQ0pFS"
632,@SaulStaniforth @Will62241097 @_LFI Why did you shake your head @steve_mccabe ? Worried that you won't get the million pounds from #ApartheidIsrael ?
